telepules,terulet,lakossag,,,,,,,,,,,,,,
Nemesapáti,10,530,,,,,,,,,,,,,,
Nemeshetés,7,305,,,,,,,,,,,,,,
Nemesrádó,14,312,,,,,,,,,,,,,,
Nemessándorháza,11,273,,,,,,,,,,,,,,
Nemesszentandrás,5,293,,,,,,,,,,,,,,
Németfalu,9,191,,,,,,,,,,,,,,
Orbányosfa,6,137,,,,,,,,,,,,,,
Ormándlak,6,123,,,,,,,,,,,,,,
Ozmánbük,7,192,,,,,,,,,,,,,,
Pacsa,23,1758,,,,,,,,,,,,,,
Padár,11,110,,,,,,,,,,,,,,
Pálfiszeg,6,162,,,,,,,,,,,,,,
Pethőhenye,9,439,,,,,,,,,,,,,,
Petrikeresztúr,9,369,,,,,,,,,,,,,,
Pókaszepetk,19,988,,,,,,,,,,,,,,
Pölöske,45,860,,,,,,,,,,,,,,
Pusztaederics,10,180,,,,,,,,,,,,,,
Pusztaszentlászló,10,599,,,,,,,,,,,,,,
Salomvár,16,615,,,,,,,,,,,,,,
Sárhida,5,792,,,,,,,,,,,,,,
Söjtör,36,1506,,,,,,,,,,,,,,
Szentkozmadombja,5,80,,,,,,,,,,,,,,
Szentpéterfölde,12,131,,,,,,,,,,,,,,
Szentpéterúr,16,1047,,,,,,,,,,,,,,
Teskánd,5,1127,,,,,,,,,,,,,,
Tilaj,8,202,,,,,,,,,,,,,,
Tófej,15,681,,,,,,,,,,,,,,
Vasboldogasszony,12,606,,,,,,,,,,,,,,
Vaspör,13,376,,,,,,,,,,,,,,
Vöckönd,3,87,,,,,,,,,,,,,,
Zalaboldogfa,11,363,,,,,,,,,,,,,,
Zalacséb,10,506,,,,,,,,,,,,,,
Zalaegerszeg,102,61849,,,,,,,,,,,,,,
Zalaháshágy,12,383,,,,,,,,,,,,,,
Zalaigrice,8,124,,,,,,,,,,,,,,
Zalaistvánd,11,371,,,,,,,,,,,,,,
Zalalövő,53,3021,,,,,,,,,,,,,,
Zalaszentgyörgy,10,431,,,,,,,,,,,,,,
Zalaszentiván,13,1037,,,,,,,,,,,,,,
Zalaszentlőrinc,5,310,,,,,,,,,,,,,,
Zalaszentmihály,21,973,,,,,,,,,,,,,,
Zalatárnok,26,681,,,,,,,,,,,,,,
Zalaegerszegi járás,1045,105485,,,,,,,,,,,,,,
Batyk,8,393,,,,,,,,,,,,,,
Döbröce,3,72,,,,,,,,,,,,,,
Dötk,2,27,,,,,,,,,,,,,,
Kallósd,5,77,,,,,,,,,,,,,,
Kehidakustány,20,1104,,,,,,,,,,,,,,
Kisgörbő,7,183,,,,,,,,,,,,,,
Kisvásárhely,4,47,,,,,,,,,,,,,,
Mihályfa,12,386,,,,,,,,,,,,,,
Nagygörbő,7,183,,,,,,,,,,,,,,
Óhíd,12,560,,,,,,,,,,,,,,
Pakod,13,937,,,,,,,,,,,,,,
Sénye,3,35,,,,,,,,,,,,,,
Sümegcsehi,17,616,,,,,,,,,,,,,,
Szalapa,5,191,,,,,,,,,,,,,,
Tekenye,7,486,,,,,,,,,,,,,,
Türje,38,1650,,,,,,,,,,,,,,
Zalabér,13,706,,,,,,,,,,,,,,
Zalaszentgrót,75,6473,,,,,,,,,,,,,,
Zalaszentlászló,20,847,,,,,,,,,,,,,,
Zalavég,12,370,,,,,,,,,,,,,,
Zalaszentgróti járás,283,15343,,,,,,,,,,,,,,
BUDAPEST,525,1740041,,,,,,,,,,,,,,
Budapest01,3,24528,,,,,,,,,,,,,,
Budapest02,36,88011,,,,,,,,,,,,,,
Budapest03,40,123889,,,,,,,,,,,,,,
Budapest04,19,99050,,,,,,,,,,,,,,
Budapest05,3,27342,,,,,,,,,,,,,,
Budapest06,2,43377,,,,,,,,,,,,,,
Budapest07,2,64767,,,,,,,,,,,,,,
Budapest08,7,85173,,,,,,,,,,,,,,
Budapest09,13,63697,,,,,,,,,,,,,,
Budapest10,32,81475,,,,,,,,,,,,,,
Budapest11,33,145510,,,,,,,,,,,,,,
Budapest12,27,55776,,,,,,,,,,,,,,
Budapest13,13,118320,,,,,,,,,,,,,,
Budapest14,18,123786,,,,,,,,,,,,,,
Budapest15,27,79779,,,,,,,,,,,,,,
Budapest16,34,68235,,,,,,,,,,,,,,
Budapest17,55,78537,,,,,,,,,,,,,,
Budapest18,39,94663,,,,,,,,,,,,,,
Budapest19,9,62210,,,,,,,,,,,,,,
Budapest20,12,63887,,,,,,,,,,,,,,
Budapest21,26,76976,,,,,,,,,,,,,,
Budapest22,34,51071,,,,,,,,,,,,,,
Budapest23,41,19982,,,,,,,,,,,,,,
